name_key,display_name,state,latitude,longitude,population
HYLDSBWRGH,Healdsburg,CA,38.61047,-122.86916,11742
HYLDSBWRJ,Healdsburg,CA,38.61047,-122.86916,11742
HYLDZBWRQ KALYFWRNYA,Healdsburg,CA,38.61047,-122.86916,11742
HYLFYW,Hillview,KY,38.06979,-85.68551,8080
HYLKRST MRYLND,Hillcrest Heights,MD,38.83289,-76.95942,16469
HYLKRYST,Hillcrest,NY,41.12787,-74.04097,7558
HYLKRYST HAYHTS,Hillcrest Heights,MD,38.83289,-76.95942,16469
HYLMAR-AYRWN,Hilmar-Irwin,CA,37.40454,-120.85042,5197
HYLMAR-AYRWN KALYFWRNYA,Hilmar-Irwin,CA,37.40454,-120.85042,5197
HYLSBRW AWRGN,Hillsboro,OR,45.52289,-122.98983,102347
HYLSBWRW,Hillsboro,OR,45.52289,-122.98983,102347
HYLTN HD AYLND KARWLYNAY JNWBY,Hilton Head Island,SC,32.19382,-80.73816,40512
HYLTWN HYD AYLAND,Hilton Head Island,SC,32.19382,-80.73816,40512
HYLW,Hilo,HI,19.72991,-155.09073,43263
HYLWYW KNTAKY,Hillview,KY,38.06979,-85.68551,8080
HYLWYYW KNTAKY,Hillview,KY,38.06979,-85.68551,8080
HYLYNA,Helena,AL,33.29622,-86.84360,18264
HYLYNA,Helena,MT,46.59271,-112.03611,32091
HYLYNA FALY SAWTHYST,Helena Valley Southeast,MT,46.61527,-111.92156,8227
HYLYNA WYSANT HYLANA,Helena-West Helena,AR,34.52910,-90.59000,11109
HYLYNA WYST HYLANA,Helena-West Helena,AR,34.52910,-90.59000,11109
HYMBSTYD,Hempstead,TX,30.09744,-96.07829,7110
HYMERA,Hymera,IN,39.18643,-87.30168,774
HYMYT,Hemet,CA,33.74761,-116.97307,83861
HYNDMAN,Hyndman,PA,39.82314,-78.71807,910
HYNDRSWNFYL,Hendersonville,TN,36.30477,-86.62000,56018
HYNDYRSWNFYL,Hendersonville,NC,35.31873,-82.46095,13814
HYNES,Paramount,CA,33.88946,-118.15979,55412
HYNGHAM MASACHWST,Hingham,MA,42.24177,-70.88977,5650
HYNGHHAM,Hingham,MA,42.24177,-70.88977,5650
HYNZ SYTY,Haines City,FL,28.11450,-81.62009,22807
HYNZ SYTY FLWRYDA,Haines City,FL,28.11450,-81.62009,22807
HYPOLUXO,Hypoluxo,FL,26.56646,-80.05337,2719
HYQLAND YWTA,Highland,UT,40.42548,-111.79447,17989
HYQSWWYL,Hicksville,NY,40.76843,-73.52513,41547
HYRFWRD,Hereford,TX,34.81521,-102.39932,15021
HYRKWLYS,Hercules,CA,38.01714,-122.28858,25314
HYRMANTAWN,Hermantown,MN,46.80689,-92.23825,9706
HYRMWSA BYTSH,Hermosa Beach,CA,33.86224,-118.39952,19860
HYRMYSTWN,Hermiston,OR,45.84041,-119.28946,17201
HYRMYTAGH,Hermitage,PA,41.23339,-80.44868,16028
HYRNANDW,Hernando,MS,34.82399,-89.99370,15503
HYRNDWN,Herndon,VA,38.96955,-77.38610,24568
HYRUM,Hyrum,UT,41.63410,-111.85217,7962
HYRWM,Hyrum,UT,41.63410,-111.85217,7962
HYRWM YWTA,Hyrum,UT,41.63410,-111.85217,7962
HYRYMAN,Herriman,UT,40.51411,-112.03299,30835
HYRYN,Herrin,IL,37.80311,-89.02757,12910
HYRYSBRG,Harrisburg,PA,40.27370,-76.88442,50183
HYRYWM YWTA,Hyrum,UT,41.63410,-111.85217,7962
HYS,Hays,KS,38.87918,-99.32677,21092
HYS AWHAYW,Heath,OH,40.02284,-82.44460,10489
HYSBYRYA,Hesperia,CA,34.42639,-117.30088,93295
HYSHAM,Hysham,MT,46.29277,-107.23423,304
HYSTYNGZ NBRASKA,Hastings,NE,40.58612,-98.38839,24924
HYTH,Heath,OH,40.02284,-82.44460,10489
HYTH KT,Heathcote,NJ,40.38872,-74.57571,5821
HYTH KT NYWJRSY,Heathcote,NJ,40.38872,-74.57571,5821
HYTHKWT,Heathcote,NJ,40.38872,-74.57571,5821
HYTOP,Hytop,AL,34.91620,-86.08804,349
HYUGO,Hugo,MN,45.15997,-92.99327,14388
HYUITTO,Hewitt,TX,31.46239,-97.19584,14252
HYURANA,Huron,CA,36.20273,-120.10292,6836
HYURON,Huron,CA,36.20273,-120.10292,6836
HYURON,Huron,OH,41.39505,-82.55517,7022
HYURONA,Huron,SD,44.36332,-98.21426,13313
HYUSANA,Hughson,CA,37.59688,-120.86604,7384
HYUSEUTEON,Houston,TX,29.76328,-95.36327,2314157
HYUSON,Hughson,CA,37.59688,-120.86604,7384
HYUSTAN,Houston,TX,29.76328,-95.36327,2314157
HYUSTANA,Houston,TX,29.76328,-95.36327,2314157
HYUSTON,Houston,TX,29.76328,-95.36327,2314157
HYUSUTON,Houston,TX,29.76328,-95.36327,2314157
HYUYATA'UNA,Hueytown,AL,33.45122,-86.99666,15710
HYWARD KALYFRNYA,Hayward,CA,37.66882,-122.08080,158289
HYWBR HAYTS AWHAYW,Huber Heights,OH,39.84395,-84.12466,38176
HYWBR HYTS AWHAYW,Huber Heights,OH,39.84395,-84.12466,38176
HYWGW AKLAHMA,Hugo,OK,34.01066,-95.50968,5224
HYWLT,Hewlett,NY,40.64316,-73.69569,6819
HYWLT NYWYWRK,Hewlett,NY,40.64316,-73.69569,6819
HYWN-SYLWAN GHRBY,West Haven-Sylvan,OR,45.51613,-122.76809,8001
HYWRHYL MASACHWST,Haverhill,MA,42.77620,-71.07728,62765
HYWRN DAKWTAY JNWBY,Huron,SD,44.36332,-98.21426,13313
HYWSTN,Houston,TX,29.76328,-95.36327,2314157
HYWSTWN,Houston,TX,29.76328,-95.36327,2314157
HYWYT,Hewitt,TX,31.46239,-97.19584,14252
HYWYT TGZAS,Hewitt,TX,31.46239,-97.19584,14252
HYWYT TKZAS,Hewitt,TX,31.46239,-97.19584,14252
HYWYYTAWN ALABAMA,Hueytown,AL,33.45122,-86.99666,15710
HYYWWRD,Hayward,CA,37.66882,-122.08080,158289
HYZ KANZAS,Hays,KS,38.87918,-99.32677,21092
HYZL DL,Hazel Dell,WA,45.67151,-122.66288,19435
HYZL DL WASHYNQTWN,Hazel Dell,WA,45.67151,-122.66288,19435
HYZLTWN PNSYLWANYA,Hazleton,PA,40.95842,-75.97465,24825
HYZWYL,Hayesville,OR,44.98595,-122.98287,19936
HYZWYL AWRQN,Hayesville,OR,44.98595,-122.98287,19936
HZL,Hazleton,PA,40.95842,-75.97465,24825
HZLT,Haslett,MI,42.74698,-84.40108,19220
HZLT MYSHYQAN,Haslett,MI,42.74698,-84.40108,19220
HZLTWN,Hazleton,PA,40.95842,-75.97465,24825
HZRD KNTAKY,Hazard,KY,37.24954,-83.19323,5341
IACSONIAPOLIS,Jacksonville,FL,30.33218,-81.65565,1009833
IACSONVILLA,Jacksonville,FL,30.33218,-81.65565,1009833
IAEGER,Iaeger,WV,37.46456,-81.81373,275
IAG,Niagara Falls,NY,43.09450,-79.05671,48916
IAMTON,Englewood,OH,39.87756,-84.30217,13460
IBERIA,New Iberia,LA,30.00354,-91.81873,30754
IBERIA,Iberia,MO,38.09032,-92.29267,743
IBERIA,Iberia,OH,40.67034,-82.84351,452
IBERVILLE,Saint Gabriel,LA,30.25770,-91.09927,6677
IBHANSA,Evans,CO,40.37637,-104.69219,21383
IBHANSA,Evans,GA,33.53375,-82.13067,29011
IBHANSATANA,Evanston,IL,42.04114,-87.69006,75527
IBSILLAENTI,Ypsilanti,MI,42.24115,-83.61299,19945
ICARD,Icard,NC,35.72735,-81.47065,2664
ICL,Clarinda,IA,40.73981,-95.03800,5418
ICT,Wichita,KS,37.69224,-97.33754,396119
ICUPPIRINHPILT,Springfield,IL,39.80172,-89.64371,114394
IDA,Idaho Falls,ID,43.46658,-112.03414,59184
IDA,Ida,LA,33.00430,-93.89490,215
IDA GROVE,Ida Grove,IA,42.34499,-95.47167,2122
IDABEHL,Idabel,OK,33.89566,-94.82633,7007
IDABEL,Idabel,OK,33.89566,-94.82633,7007
IDAHO CITY,Idaho City,ID,43.82850,-115.83455,474
IDAHO FALLS,Idaho Falls,ID,43.46658,-112.03414,59184
IDAHO SPRINGS,Idaho Springs,CO,39.74249,-105.51361,1728
IDAINA,Edina,MN,44.88969,-93.34995,50138
IDAJNA,Edina,MN,44.88969,-93.34995,50138
IDALOU,Idalou,TX,33.66647,-101.68294,2337
IDAMAY,Idamay,WV,39.49703,-80.25703,611
IDAVILLE,Idaville,IN,40.75698,-86.64945,461
IDAVILLE,Idaville,OR,45.50983,-123.86568,337
IDEAL,Ideal,GA,32.36960,-84.18797,459
IDEN,Eden,NC,36.48847,-79.76670,15403
IDEN PRERI,Eden Prairie,MN,44.85469,-93.47079,63496
IDEN-PRERI,Eden Prairie,MN,44.85469,-93.47079,63496
IDER,Ider,AL,34.71425,-85.68080,716
IDI,Indiana,PA,40.62146,-79.15253,14100
IDI'ANAPOLISA,Indianapolis,IN,39.76838,-86.15804,887642
IDLEDALE,Idledale,CO,39.66610,-105.24416,252
IDLEWOOD,Idlewood,MD,39.37011,-76.58913,2495
IDLEWOOD,University Heights,OH,41.49783,-81.53735,13202
IDLEWOOD,Idylwood,VA,38.89511,-77.21165,17288
IDLEWOOD VILLAGE,University Heights,OH,41.49783,-81.53735,13202
IDLYWOOD,Idylwood,VA,38.89511,-77.21165,17288
IDP,Independence,KS,37.22424,-95.70831,8958
IDYLLWILD,Idyllwild,CA,33.74002,-116.71891,3583
IDYLLWILD-PINE COVE,Idyllwild-Pine Cove,CA,33.74429,-116.72587,3874
IDYLWOOD,Idylwood,VA,38.89511,-77.21165,17288
IDZHIPT-LEJK-LETO,Egypt Lake-Leto,FL,28.01769,-82.50619,35282
IDZIPT LEJK-LITO,Egypt Lake-Leto,FL,28.01769,-82.50619,35282
IEFFERSONIA,Jefferson City,TN,36.12231,-83.49240,8504
IFA,Iowa Falls,IA,42.52248,-93.25131,5195
IFP,Bullhead City,AZ,35.14778,-114.56830,39445
IFRAM,Ephraim,UT,39.35968,-111.58631,6857
IFREJM,Ephraim,UT,39.35968,-111.58631,6857
IFREJTA,Ephrata,WA,47.31764,-119.55365,8047
IFRIEM,Ephraim,UT,39.35968,-111.58631,6857
IGALA,Eagle,CO,39.65526,-106.82865,6678
IGALA,Eagle,ID,43.69544,-116.35401,23612
IGAN,Eagan,MN,44.80413,-93.16689,66286
IGANA,Eagan,MN,44.80413,-93.16689,66286
IGEUL LIBEO,Eagle River,AK,61.32139,-149.56778,24793
IGEULMAUNTIN,Eagle Mountain,UT,40.31412,-112.00688,27332
IGL,Eagle,CO,39.65526,-106.82865,6678
IGL,Eagle,ID,43.69544,-116.35401,23612
IGL MAUNTIN,Eagle Mountain,TX,32.89346,-97.44446,7003
IGL MAUNTIN,Eagle Mountain,UT,40.31412,-112.00688,27332
IGL PAS,Eagle Pass,TX,28.70914,-100.49952,28765
IGL-MAUNTEN,Eagle Mountain,UT,40.31412,-112.00688,27332
IGL-POJNT,Eagle Point,OR,42.47263,-122.80282,8902
IGL-RIVER,Eagle River,AK,61.32139,-149.56778,24793
IGLI,Eagle,ID,43.69544,-116.35401,23612
IGM,Kingman,AZ,35.18944,-114.05301,28912
IGNACIO,Ignacio,CO,37.11500,-107.63311,720
IGUL,Eagle,CO,39.65526,-106.82865,6678
IGUL,Eagle,ID,43.69544,-116.35401,23612
IGURU AIDAHO ZHOU,Eagle,ID,43.69544,-116.35401,23612
IGURURIBA,Eagle River,AK,61.32139,-149.56778,24793
IJGUL POJNT,Eagle Point,OR,42.47263,-122.80282,8902
IJIPTA LEKLETO,Egypt Lake-Leto,FL,28.01769,-82.50619,35282
IJST RUDURFORD,East Rutherford,NJ,40.83399,-74.09709,9164
IJX,Jacksonville,IL,39.73394,-90.22901,19103
IKK,Kankakee,IL,41.12003,-87.86115,26676
IKORS,Ecorse,MI,42.24448,-83.14576,9257
IKSELSIR SPRINGS,Excelsior Springs,MO,39.33917,-94.22606,11486
IL PINOLE,Pinole,CA,38.00437,-122.29886,19269
ILA,Ila,GA,34.17261,-83.29210,341
ILCHESTER,Ilchester,MD,39.25094,-76.76469,23476
ILCHESTER MILLS,Ilchester,MD,39.25094,-76.76469,23476
ILE,Killeen,TX,31.11712,-97.72780,140806
ILE DE BAINBRIDGE,Bainbridge Island,WA,47.62621,-122.52124,23840
ILE DE HILTON-HEAD,Hilton Head Island,SC,32.19382,-80.73816,40512
ILG,Wilmington,DE,39.74595,-75.54659,70898
ILGINA,Elgin,IL,42.03725,-88.28119,112111
ILI,Erie,PA,42.12922,-80.08506,99475
ILIFF,Iliff,CO,40.75916,-103.06659,259
ILION,Ilion,NY,43.01507,-75.03543,7926
ILIZABET SITI,Elizabeth City,NC,36.29460,-76.25105,17988
ILL,Willmar,MN,45.12191,-95.04334,19638
ILLINOISTOWN,East Saint Louis,IL,38.62450,-90.15094,27006
ILLIOPOLIS,Illiopolis,IL,39.85365,-89.24203,880
ILM,Wilmington,NC,34.23556,-77.94604,115933
ILMIRO,Elmira,NY,42.08980,-76.80773,28213
ILN,Wilmington,OH,39.44534,-83.82854,12449
ILOJ,Eloy,AZ,32.75590,-111.55484,17059
ILU KANSAS,Kansas City,MO,39.09973,-94.57857,475378
ILWACO,Ilwaco,WA,46.30899,-124.04321,917
IM'META,Emmett,ID,43.87350,-116.49930,6604
IM'MOKYALI,Immokalee,FL,26.41869,-81.41730,24154
IM-I-SUL-E-TIKU,Missoula,MT,46.87215,-113.99400,71022
IMBLER,Imbler,OR,45.45958,-117.96216,306
IMBODEN,Imboden,AR,36.20257,-91.17457,640
IMBODEN,Big Stone Gap,VA,36.88176,-82.74710,5614
IMLAY,Imlay,NV,40.66074,-118.15042,171
IMLAY CITY,Imlay City,MI,43.02475,-83.07772,3573
IMM,Immokalee,FL,26.41869,-81.41730,24154
IMMOKALEE,Immokalee,FL,26.41869,-81.41730,24154
IMMOKALI,Immokalee,FL,26.41869,-81.41730,24154
IMNIZHA SKA,Saint Paul,MN,44.94441,-93.09327,303176
IMOKALE,Immokalee,FL,26.41869,-81.41730,24154
IMOKALI,Immokalee,FL,26.41869,-81.41730,24154
IMOKARI,Immokalee,FL,26.41869,-81.41730,24154
IMPERIAL,Imperial,CA,32.84755,-115.56944,17095
IMPERIAL,Imperial,MO,38.36978,-90.37845,4709
IMPERIAL,Imperial,NE,40.51694,-101.64323,2056
IMPERIAL,Imperial,PA,40.44951,-80.24450,2541
IMPERIAL,Imperial,TX,31.27292,-102.69265,278
IMPERIAL BEACH,Imperial Beach,CA,32.58394,-117.11308,27408
IMPERIAL CITY,Oil City,PA,41.43395,-79.70644,10137
IMPERIYALA,Imperial,CA,32.84755,-115.56944,17095
IMPERIYALA BICA,Imperial Beach,CA,32.58394,-117.11308,27408
IMPILIEOLBICHI,Imperial Beach,CA,32.58394,-117.11308,27408
IMPIRIJAL,Imperial,CA,32.84755,-115.56944,17095
IMPIRIJAL BICH,Imperial Beach,CA,32.58394,-117.11308,27408
IMPIRIUL,Imperial,CA,32.84755,-115.56944,17095
IMPIRIUL BIJCH,Imperial Beach,CA,32.58394,-117.11308,27408
IMT,Iron Mountain,MI,45.82023,-88.06596,7504
IN'GELAVUDA,Inglewood,CA,33.96168,-118.35313,111666
IN'GLAVUDA,Inglewood,CA,33.96168,-118.35313,111666
IN'KSTER,Inkster,MI,42.29420,-83.30993,24672
IN'NKLGOUNT,Inglewood,CA,33.96168,-118.35313,111666
IN'UDDO,Inwood,FL,28.03697,-81.76508,6403
IN'UDDO,Inwood,NY,40.86566,-73.92680,10082
IN-MAE-SOO-LA,Missoula,MT,46.87215,-113.99400,71022
IN-MAY-SOO-LET-QUE,Missoula,MT,46.87215,-113.99400,71022
IN-UDEU,Inwood,NY,40.86566,-73.92680,10082
INA,Ina,IL,38.15116,-88.90396,2360
INAMKLO,Enumclaw,WA,47.20427,-121.99150,11609
INAMUKURO,Enumclaw,WA,47.20427,-121.99150,11609
INBEONESEU,Inverness,FL,28.83582,-82.33037,7233
INBHARNES,Inverness,FL,28.83582,-82.33037,7233
INBHARNSA HA'ILYANDSA SA'UTHA,Inverness Highlands South,FL,28.80055,-82.33710,6542
INCHELIUM,Inchelium,WA,48.29684,-118.19666,409
INCLINE,Incline Village,NV,39.25130,-119.97297,8777
INCLINE VILLAGE,Incline Village,NV,39.25130,-119.97297,8777
IND,Indianapolis,IN,39.76838,-86.15804,887642
INDEHPENDEHNS,Independence,MO,39.09112,-94.41551,117255
INDEHPENDEHNS,Independence,OR,44.85123,-123.18677,9227
INDEHPENDENS,Independence,IA,42.46860,-91.88934,6028
INDEHPENDENS,Independence,MO,39.09112,-94.41551,117255
INDENPENDENS,Independence,MO,39.09112,-94.41551,117255
INDEPENDEHNS,Independence,OH,41.36866,-81.63790,7135
INDEPENDENCE,Independence,CA,36.80271,-118.20010,669
INDEPENDENCE,Pueblo,CO,38.25445,-104.60914,109412
INDEPENDENCE,Independence,IA,42.46860,-91.88934,6028
INDEPENDENCE,Independence,KS,37.22424,-95.70831,8958
INDEPENDENCE,Independence,KY,38.94312,-84.54411,26819
INDEPENDENCE,Independence,LA,30.63551,-90.50335,1810
INDEPENDENCE,Independence,MN,45.02524,-93.70746,3741
INDEPENDENCE,Independence,MO,39.09112,-94.41551,117255
INDEPENDENCE,Independence,OH,41.36866,-81.63790,7135
INDEPENDENCE,Independence,OR,44.85123,-123.18677,9227
INDEPENDENCE,Independence,VA,36.62245,-81.15309,927
INDEPENDENCE,Independence,WI,44.35691,-91.42043,1341
INDEPENDENCE GROVE,Libertyville,IL,42.28308,-87.95313,20436
INDEPENDENCE I MISSOURI,Independence,MO,39.09112,-94.41551,117255
INDEPENDENS,Independence,IA,42.46860,-91.88934,6028
INDEPENDENS,Independence,KS,37.22424,-95.70831,8958
INDEPENDENS,Independence,KY,38.94312,-84.54411,26819
INDEPENDENS,Independence,MO,39.09112,-94.41551,117255
INDEPENDENS,Independence,OH,41.36866,-81.63790,7135
INDEPENDENS,Independence,OR,44.85123,-123.18677,9227
INDEPENDENSA,Independence,MO,39.09112,-94.41551,117255
INDEPENDENSAS,Independence,MO,39.09112,-94.41551,117255
INDEPENDENSE,Independence,KY,38.94312,-84.54411,26819
INDEPENDENT HILL,Independent Hill,VA,38.63595,-77.43776,7419
INDEPENDENT KHIL,Independent Hill,VA,38.63595,-77.43776,7419
INDEPENDENT-GILL,Independent Hill,VA,38.63595,-77.43776,7419
INDIA HOOK,India Hook,SC,35.00737,-81.02174,3328
INDIAENAPOLLISEU,Indianapolis,IN,39.76838,-86.15804,887642
INDIAHOMA,Indiahoma,OK,34.61979,-98.75146,341
INDIALANTIC,Indialantic,FL,28.08946,-80.56561,2837
INDIAN BAYOU,Indianola,MS,33.45095,-90.65509,9943
INDIAN CREEK,Indian Creek,IL,42.22697,-87.97980,543
INDIAN GRAVE SPRINGS,Ephrata,WA,47.31764,-119.55365,8047
INDIAN HARBOR BIC,Indian Harbour Beach,FL,28.14890,-80.58839,8471
INDIAN HARBOUR BEACH,Indian Harbour Beach,FL,28.14890,-80.58839,8471
INDIAN HEAD,Indian Head,MD,38.60012,-77.16220,3857
INDIAN HEAD PARK,Indian Head Park,IL,41.77031,-87.90228,3824
INDIAN HEIGHTS,Indian Heights,IN,40.42726,-86.12555,3011
INDIAN HILLS,Indian Hills,CO,39.61665,-105.23721,1280
INDIAN HILLS,Indian Hills,KY,38.27257,-85.66274,2959
INDIAN HILLS,Indian Hills,NM,34.98318,-106.13975,892
INDIAN HILLS,Indian Hills,NV,39.08602,-119.78407,5627
INDIAN HILLS,Indian Hills,TX,26.21285,-97.91639,2591
INDIAN HILLS CHEROKEE SECTION,Indian Hills Cherokee Section,KY,38.27951,-85.64996,1011
INDIAN KHILLS,Indian Hills,NV,39.08602,-119.78407,5627
INDIAN LAKE,Indian Lake,PA,40.04675,-78.85224,389
INDIAN LAKE,Indian Lake,TX,26.08924,-97.50249,642
INDIAN MOUNTAIN LAKE,Indian Mountain Lake,PA,41.00314,-75.50824,4372
INDIAN OLDTOWN,Old Town,ME,44.93423,-68.64531,7624
INDIAN POINT,Indian Point,MO,36.62840,-93.34380,515
INDIAN RIVER,Indian River,MI,45.41251,-84.61254,1959
INDIAN RIVER ESTATES,Indian River Estates,FL,27.36449,-80.30977,6220
INDIAN RIVER SHORES,Indian River Shores,FL,27.71670,-80.38422,4156
INDIAN ROCKS BEACH,Indian Rocks Beach,FL,27.87530,-82.85122,4113
INDIAN SHORES,Indian Shores,FL,27.86280,-82.84844,1470
INDIAN SPRINGS,Indian Springs,GA,33.24262,-83.92074,2413
INDIAN SPRINGS,Indian Springs,NV,36.56968,-115.67058,991
INDIAN SPRINGS,Indian Springs,TX,30.69578,-94.75280,785
INDIAN SPRINGS VILLAGE,Indian Springs Village,AL,33.35539,-86.75443,2523
INDIAN TOWN,Indiantown,FL,27.02728,-80.48561,6083
INDIAN TRAIL,Indian Trail,NC,35.07681,-80.66924,37073
INDIAN VELSAS,Indian Wells,CA,33.71791,-116.34311,5289
INDIAN WELLS,Indian Wells,AZ,35.40557,-110.08485,255
INDIAN WELLS,Indian Wells,CA,33.71791,-116.34311,5289
INDIAN'UERUZU,Indian Wells,CA,33.71791,-116.34311,5289
INDIAN-GARBOR-BICH,Indian Harbour Beach,FL,28.14890,-80.58839,8471
INDIAN-GILLS,Indian Hills,NV,39.08602,-119.78407,5627
INDIAN-KHARBUR-BICH,Indian Harbour Beach,FL,28.14890,-80.58839,8471
INDIAN-RIVER-ESTEJTS,Indian River Estates,FL,27.36449,-80.30977,6220
INDIAN-RIVER-ISTEJTS,Indian River Estates,FL,27.36449,-80.30977,6220
INDIAN-UEHLS,Indian Wells,CA,33.71791,-116.34311,5289
INDIAN-VELLS,Indian Wells,CA,33.71791,-116.34311,5289
INDIANA,Indiana,PA,40.62146,-79.15253,14100
INDIANA COLONY,Pasadena,CA,34.14778,-118.14452,142250
INDIANAPOLES,Indianapolis,IN,39.76838,-86.15804,887642
INDIANAPOLI,Indianapolis,IN,39.76838,-86.15804,887642
INDIANAPOLIS,Indianapolis,IN,39.76838,-86.15804,887642
INDIANAPOLISA,Indianapolis,IN,39.76838,-86.15804,887642
INDIANAPORISU,Indianapolis,IN,39.76838,-86.15804,887642
INDIANOLA,Indianola,CA,40.81263,-124.08312,823
INDIANOLA,Indianola,IA,41.35805,-93.55744,15467
INDIANOLA,Indianola,IL,39.92726,-87.74003,270
INDIANOLA,Indianola,MS,33.45095,-90.65509,9943
INDIANOLA,Indianola,NE,40.23445,-100.41737,564
INDIANOLA,Indianola,WA,47.74704,-122.52569,3500
INDIANOLO,Indianola,IA,41.35805,-93.55744,15467
INDIANTOWN,Indiantown,FL,27.02728,-80.48561,6083
INDIEON-WELSEU,Indian Wells,CA,33.71791,-116.34311,5289
INDIGREAT,Portland,ME,43.65737,-70.25890,66881
INDIJAN KHARBOR BICH,Indian Harbour Beach,FL,28.14890,-80.58839,8471
INDIJAN KHILS,Indian Hills,NV,39.08602,-119.78407,5627
INDIJAN RIVER ESTEJTS,Indian River Estates,FL,27.36449,-80.30977,6220
INDIJAN VELS,Indian Wells,CA,33.71791,-116.34311,5289
INDIJANA,Indiana,PA,40.62146,-79.15253,14100
INDIJANAPOLIS,Indianapolis,IN,39.76838,-86.15804,887642
INDIJANOLA,Indianola,IA,41.35805,-93.55744,15467
INDIJANOLA,Indianola,MS,33.45095,-90.65509,9943
INDIO,Indio,CA,33.72070,-116.21677,87533
INDIO HILLS,Indio Hills,CA,33.83113,-116.23140,972
INDIOU,Indio,CA,33.72070,-116.21677,87533
INDIPENDANNSA,Independence,MO,39.09112,-94.41551,117255
INDIPENDENS,Independence,MO,39.09112,-94.41551,117255
INDIPENDENSA,Independence,MO,39.09112,-94.41551,117255
INDIPENDENSU,Independence,KY,38.94312,-84.54411,26819
INDIPENDENSU,Independence,MO,39.09112,-94.41551,117255
INDIPENDENSU,Independence,OR,44.85123,-123.18677,9227
INDIPENDEONSEU,Independence,MO,39.09112,-94.41551,117255
INDIPENDUNS,Independence,MO,39.09112,-94.41551,117255
INDIPENDUNS,Independence,OR,44.85123,-123.18677,9227
INDIUN UELS,Indian Wells,CA,33.71791,-116.34311,5289
INDIYANA HARBARA BICA,Indian Harbour Beach,FL,28.14890,-80.58839,8471
INDIYANA RIBHARA ESTETSA,Indian River Estates,FL,27.36449,-80.30977,6220
INDIYANA VELSA,Indian Wells,CA,33.71791,-116.34311,5289
INDIYANAPOLIS,Indianapolis,IN,39.76838,-86.15804,887642
INDIYANAPOLISA,Indianapolis,IN,39.76838,-86.15804,887642
INDIYO,Indio,CA,33.72070,-116.21677,87533
INDUSTRIAL CITY GARDENS,Garden City,GA,32.11437,-81.15400,8999
INDUSTRY,Industry,CA,34.01973,-117.95868,206
INDUSTRY,Industry,IL,40.32782,-90.60707,457
INDUSTRY,Industry,PA,40.26451,-79.79227,1846
INDUSTRY,Industry,TX,29.97245,-96.50219,317
INDYJAN-UEHLS,Indian Wells,CA,33.71791,-116.34311,5289
INDYJANAPALIS,Indianapolis,IN,39.76838,-86.15804,887642
INEZ,Inez,KY,37.86648,-82.53876,684
INEZ,Inez,TX,28.90388,-96.78804,2098
ING-GEUL-UDEU,Inglewood,CA,33.96168,-118.35313,111666
INGALAVUDA,Inglewood,CA,33.96168,-118.35313,111666
INGALLS,Ingalls,IN,39.95699,-85.80526,2382
INGALLS,Ingalls,KS,37.82780,-100.45459,308
INGALLS PARK,Ingalls Park,IL,41.52253,-88.04283,3314
INGELA'UDA,Inglewood,CA,33.96168,-118.35313,111666
INGELVUDA,Inglewood,CA,33.96168,-118.35313,111666
INGER,Inger,MN,47.55412,-93.98522,212
INGILVUD,Inglewood,CA,33.96168,-118.35313,111666
INGLES FERRY,Radford,VA,37.13179,-80.57645,17403
INGLESIDE,Mount Pleasant,DC,38.93067,-77.04081,35842
INGLESIDE,Ingleside,TX,27.87780,-97.21166,9695
INGLESIDE,McLean,VA,38.93428,-77.17748,48115
INGLESIDE ON-THE-BAY,Ingleside On-the-Bay,TX,27.82947,-97.22332,615
INGLEVUD,Inglewood,CA,33.96168,-118.35313,111666
INGLEVUD-FIN KHIL,Inglewood-Finn Hill,WA,47.72049,-122.23167,22707
INGLEWOOD,Inglewood,CA,33.96168,-118.35313,111666
INGLEWOOD,Inglewood,NE,41.41639,-96.50141,322
INGLEWOOD RANCHO,Lennox,CA,33.93807,-118.35258,22753
INGLEWOOD-FINN HILL,Inglewood-Finn Hill,WA,47.72049,-122.23167,22707
INGLEWOOD-FINN HILL CDP,Inglewood-Finn Hill,WA,47.72049,-122.23167,22707
INGLIS,Inglis,FL,29.03025,-82.66872,1311
INGLSAJD,Ingleside,TX,27.87780,-97.21166,9695
INGLVUD,Inglewood,CA,33.96168,-118.35313,111666
INGLVUD,Englewood,CO,39.64777,-104.98776,33082
INGLVUD,Englewood,FL,26.96201,-82.35260,14863
INGLVUD,Englewood,NJ,40.89288,-73.97264,28539
INGLVUDAS,Inglewood,CA,33.96168,-118.35313,111666
INGOLD,Ingold,NC,34.82684,-78.34722,471
INGRAM,Ingram,PA,40.44618,-80.06755,3281
INGRAM,Ingram,TX,30.07743,-99.24032,1822
INGULUD,Inglewood,CA,33.96168,-118.35313,111666
INGURUSAIDO,Ingleside,TX,27.87780,-97.21166,9695
INGURUUDDO,Inglewood,CA,33.96168,-118.35313,111666
INIAN,New Brunswick,NJ,40.48622,-74.45182,57035
INIANS FERRY,New Brunswick,NJ,40.48622,-74.45182,57035
INID,Enid,OK,36.39559,-97.87839,51776
INIDEU,Enid,OK,36.39559,-97.87839,51776
INJALAVUDA,Inglewood,CA,33.96168,-118.35313,111666
INKERMAN,Inkerman,PA,41.29897,-75.81269,1819
INKOM,Inkom,ID,42.79630,-112.25414,870
